Sample Name, Sample-8
Time, January 27 23:01:17 2013
Operator, Kolloid
Lamp, 0
Slit,0.0
Scan From, 1000.0nm
Scan To, 400.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
400.0, 0.1635, 68.63
401.0, 0.1610, 69.02
402.0, 0.1595, 69.27
403.0, 0.1577, 69.55
404.0, 0.1561, 69.80
405.0, 0.1546, 70.05
406.0, 0.1530, 70.31
407.0, 0.1514, 70.57
408.0, 0.1500, 70.79
409.0, 0.1487, 71.01
410.0, 0.1471, 71.27
411.0, 0.1458, 71.48
412.0, 0.1444, 71.72
413.0, 0.1435, 71.87
414.0, 0.1417, 72.15
415.0, 0.1409, 72.29
416.0, 0.1394, 72.55
417.0, 0.1384, 72.72
418.0, 0.1370, 72.94
419.0, 0.1365, 73.03
420.0, 0.1349, 73.29
421.0, 0.1340, 73.46
422.0, 0.1329, 73.64
423.0, 0.1323, 73.75
424.0, 0.1312, 73.93
425.0, 0.1305, 74.04
426.0, 0.1293, 74.25
427.0, 0.1290, 74.29
428.0, 0.1281, 74.45
429.0, 0.1277, 74.52
430.0, 0.1269, 74.67
431.0, 0.1263, 74.77
432.0, 0.1257, 74.88
433.0, 0.1252, 74.96
434.0, 0.1247, 75.04
435.0, 0.1240, 75.16
436.0, 0.1236, 75.24
437.0, 0.1233, 75.28
438.0, 0.1232, 75.30
439.0, 0.1222, 75.48
440.0, 0.1214, 75.62
441.0, 0.1214, 75.62
442.0, 0.1209, 75.70
443.0, 0.1198, 75.90
444.0, 0.1191, 76.02
445.0, 0.1175, 76.30
446.0, 0.1164, 76.49
447.0, 0.1155, 76.65
448.0, 0.1158, 76.60
449.0, 0.1164, 76.49
450.0, 0.1172, 76.35
451.0, 0.1195, 75.95
452.0, 0.1193, 75.98
453.0, 0.1183, 76.15
454.0, 0.1186, 76.11
455.0, 0.1190, 76.03
456.0, 0.1186, 76.10
457.0, 0.1193, 75.98
458.0, 0.1188, 76.06
459.0, 0.1186, 76.10
460.0, 0.1187, 76.08
461.0, 0.1191, 76.01
462.0, 0.1186, 76.10
463.0, 0.1191, 76.01
464.0, 0.1189, 76.05
465.0, 0.1190, 76.04
466.0, 0.1195, 75.95
467.0, 0.1187, 76.08
468.0, 0.1190, 76.03
469.0, 0.1191, 76.02
470.0, 0.1189, 76.05
471.0, 0.1196, 75.93
472.0, 0.1190, 76.04
473.0, 0.1190, 76.03
474.0, 0.1195, 75.95
475.0, 0.1193, 75.98
476.0, 0.1199, 75.87
477.0, 0.1199, 75.87
478.0, 0.1200, 75.85
479.0, 0.1200, 75.85
480.0, 0.1202, 75.82
481.0, 0.1193, 75.98
482.0, 0.1201, 75.84
483.0, 0.1206, 75.76
484.0, 0.1213, 75.63
485.0, 0.1207, 75.73
486.0, 0.1217, 75.56
487.0, 0.1216, 75.58
488.0, 0.1213, 75.63
489.0, 0.1216, 75.57
490.0, 0.1219, 75.53
491.0, 0.1215, 75.59
492.0, 0.1222, 75.47
493.0, 0.1226, 75.41
494.0, 0.1227, 75.39
495.0, 0.1226, 75.41
496.0, 0.1233, 75.28
497.0, 0.1233, 75.29
498.0, 0.1229, 75.36
499.0, 0.1234, 75.26
500.0, 0.1238, 75.19
501.0, 0.1236, 75.23
502.0, 0.1241, 75.15
503.0, 0.1240, 75.15
504.0, 0.1242, 75.12
505.0, 0.1242, 75.13
506.0, 0.1248, 75.03
507.0, 0.1246, 75.05
508.0, 0.1254, 74.92
509.0, 0.1255, 74.90
510.0, 0.1258, 74.85
511.0, 0.1255, 74.90
512.0, 0.1261, 74.80
513.0, 0.1262, 74.78
514.0, 0.1258, 74.86
515.0, 0.1263, 74.77
516.0, 0.1270, 74.64
517.0, 0.1270, 74.64
518.0, 0.1279, 74.50
519.0, 0.1273, 74.60
520.0, 0.1280, 74.48
521.0, 0.1285, 74.39
522.0, 0.1288, 74.33
523.0, 0.1285, 74.39
524.0, 0.1287, 74.35
525.0, 0.1294, 74.23
526.0, 0.1298, 74.16
527.0, 0.1299, 74.14
528.0, 0.1304, 74.06
529.0, 0.1305, 74.04
530.0, 0.1310, 73.97
531.0, 0.1310, 73.96
532.0, 0.1319, 73.81
533.0, 0.1320, 73.79
534.0, 0.1326, 73.68
535.0, 0.1327, 73.67
536.0, 0.1330, 73.62
537.0, 0.1335, 73.53
538.0, 0.1342, 73.42
539.0, 0.1342, 73.42
540.0, 0.1349, 73.29
541.0, 0.1351, 73.27
542.0, 0.1352, 73.25
543.0, 0.1362, 73.08
544.0, 0.1363, 73.06
545.0, 0.1370, 72.95
546.0, 0.1371, 72.93
547.0, 0.1378, 72.81
548.0, 0.1379, 72.80
549.0, 0.1385, 72.70
