Sample Name, Sample-14
Time, February 03 21:29:05 2013
Operator, Kolloid
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 400.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
400.0, 0.3353, 46.20
401.0, 0.3318, 46.58
402.0, 0.3286, 46.93
403.0, 0.3258, 47.22
404.0, 0.3226, 47.58
405.0, 0.3197, 47.90
406.0, 0.3171, 48.19
407.0, 0.3133, 48.61
408.0, 0.3112, 48.84
409.0, 0.3084, 49.16
410.0, 0.3061, 49.42
411.0, 0.3031, 49.76
412.0, 0.3005, 50.06
413.0, 0.2986, 50.28
414.0, 0.2960, 50.58
415.0, 0.2939, 50.82
416.0, 0.2913, 51.14
417.0, 0.2896, 51.34
418.0, 0.2872, 51.62
419.0, 0.2852, 51.86
420.0, 0.2832, 52.10
421.0, 0.2815, 52.30
422.0, 0.2798, 52.50
423.0, 0.2780, 52.72
424.0, 0.2764, 52.92
425.0, 0.2746, 53.14
426.0, 0.2730, 53.34
427.0, 0.2716, 53.51
428.0, 0.2704, 53.66
429.0, 0.2694, 53.77
430.0, 0.2681, 53.93
431.0, 0.2672, 54.05
432.0, 0.2659, 54.22
433.0, 0.2649, 54.33
434.0, 0.2638, 54.48
435.0, 0.2633, 54.54
436.0, 0.2623, 54.66
437.0, 0.2617, 54.74
438.0, 0.2609, 54.84
439.0, 0.2601, 54.94
440.0, 0.2596, 55.00
441.0, 0.2592, 55.05
442.0, 0.2588, 55.11
443.0, 0.2584, 55.16
444.0, 0.2576, 55.26
445.0, 0.2575, 55.27
446.0, 0.2574, 55.29
447.0, 0.2568, 55.35
448.0, 0.2569, 55.34
449.0, 0.2566, 55.38
450.0, 0.2564, 55.41
451.0, 0.2568, 55.37
452.0, 0.2565, 55.40
453.0, 0.2566, 55.38
454.0, 0.2564, 55.42
455.0, 0.2572, 55.30
456.0, 0.2562, 55.43
457.0, 0.2570, 55.34
458.0, 0.2566, 55.39
459.0, 0.2568, 55.36
460.0, 0.2568, 55.35
461.0, 0.2571, 55.32
462.0, 0.2572, 55.30
463.0, 0.2573, 55.30
464.0, 0.2575, 55.27
465.0, 0.2571, 55.32
466.0, 0.2579, 55.21
467.0, 0.2582, 55.18
468.0, 0.2588, 55.11
469.0, 0.2589, 55.10
470.0, 0.2595, 55.02
471.0, 0.2594, 55.03
472.0, 0.2597, 55.00
473.0, 0.2600, 54.95
474.0, 0.2603, 54.91
475.0, 0.2602, 54.93
476.0, 0.2606, 54.87
477.0, 0.2606, 54.87
478.0, 0.2611, 54.81
479.0, 0.2615, 54.77
480.0, 0.2618, 54.72
481.0, 0.2623, 54.66
482.0, 0.2624, 54.66
483.0, 0.2628, 54.60
484.0, 0.2632, 54.55
485.0, 0.2636, 54.50
486.0, 0.2637, 54.49
487.0, 0.2641, 54.44
488.0, 0.2646, 54.37
489.0, 0.2642, 54.42
490.0, 0.2648, 54.35
491.0, 0.2648, 54.35
492.0, 0.2656, 54.25
493.0, 0.2658, 54.22
494.0, 0.2657, 54.24
495.0, 0.2666, 54.12
496.0, 0.2672, 54.05
497.0, 0.2674, 54.03
498.0, 0.2676, 54.00
499.0, 0.2680, 53.95
500.0, 0.2687, 53.87
501.0, 0.2686, 53.88
502.0, 0.2687, 53.86
503.0, 0.2690, 53.82
504.0, 0.2696, 53.75
505.0, 0.2703, 53.67
506.0, 0.2710, 53.58
507.0, 0.2711, 53.57
508.0, 0.2711, 53.57
509.0, 0.2719, 53.47
510.0, 0.2715, 53.52
511.0, 0.2721, 53.44
512.0, 0.2726, 53.39
513.0, 0.2730, 53.34
514.0, 0.2736, 53.26
515.0, 0.2740, 53.21
516.0, 0.2748, 53.12
517.0, 0.2749, 53.10
518.0, 0.2752, 53.06
519.0, 0.2753, 53.05
520.0, 0.2761, 52.95
521.0, 0.2764, 52.92
522.0, 0.2769, 52.86
523.0, 0.2776, 52.77
524.0, 0.2784, 52.68
525.0, 0.2789, 52.62
526.0, 0.2794, 52.55
527.0, 0.2801, 52.47
528.0, 0.2803, 52.44
529.0, 0.2806, 52.41
530.0, 0.2816, 52.29
531.0, 0.2819, 52.26
532.0, 0.2826, 52.17
533.0, 0.2835, 52.06
534.0, 0.2838, 52.02
535.0, 0.2843, 51.96
536.0, 0.2854, 51.84
537.0, 0.2856, 51.80
538.0, 0.2865, 51.70
539.0, 0.2870, 51.64
540.0, 0.2878, 51.55
541.0, 0.2887, 51.44
542.0, 0.2889, 51.41
543.0, 0.2901, 51.27
544.0, 0.2907, 51.21
545.0, 0.2914, 51.12
546.0, 0.2922, 51.03
547.0, 0.2934, 50.88
548.0, 0.2941, 50.80
549.0, 0.2950, 50.70
550.0, 0.2959, 50.60
551.0, 0.2964, 50.54
552.0, 0.2977, 50.38
553.0, 0.2983, 50.31
554.0, 0.2997, 50.15
555.0, 0.3000, 50.12
556.0, 0.3013, 49.96
557.0, 0.3023, 49.86
558.0, 0.3036, 49.70
559.0, 0.3042, 49.63
560.0, 0.3051, 49.53
561.0, 0.3060, 49.43
562.0, 0.3077, 49.24
563.0, 0.3085, 49.15
564.0, 0.3091, 49.08
565.0, 0.3107, 48.90
566.0, 0.3116, 48.79
567.0, 0.3126, 48.68
568.0, 0.3139, 48.54
569.0, 0.3152, 48.40
570.0, 0.3166, 48.24
571.0, 0.3174, 48.15
572.0, 0.3184, 48.04
573.0, 0.3198, 47.88
574.0, 0.3210, 47.76
575.0, 0.3221, 47.63
576.0, 0.3235, 47.48
577.0, 0.3247, 47.35
578.0, 0.3261, 47.19
579.0, 0.3273, 47.07
580.0, 0.3284, 46.94
581.0, 0.3295, 46.83
582.0, 0.3306, 46.71
583.0, 0.3320, 46.56
584.0, 0.3338, 46.37
585.0, 0.3348, 46.26
586.0, 0.3356, 46.17
587.0, 0.3369, 46.04
588.0, 0.3385, 45.87
589.0, 0.3399, 45.72
590.0, 0.3412, 45.59
591.0, 0.3423, 45.46
592.0, 0.3436, 45.33
593.0, 0.3452, 45.16
594.0, 0.3462, 45.06
595.0, 0.3479, 44.89
596.0, 0.3492, 44.75
597.0, 0.3506, 44.61
598.0, 0.3519, 44.47
599.0, 0.3535, 44.31
600.0, 0.3550, 44.15
601.0, 0.3560, 44.05
602.0, 0.3575, 43.90
603.0, 0.3598, 43.67
604.0, 0.3606, 43.59
605.0, 0.3621, 43.45
606.0, 0.3632, 43.33
607.0, 0.3649, 43.16
608.0, 0.3660, 43.05
609.0, 0.3672, 42.93
610.0, 0.3688, 42.77
611.0, 0.3698, 42.67
612.0, 0.3710, 42.56
613.0, 0.3730, 42.37
614.0, 0.3739, 42.28
615.0, 0.3756, 42.11
616.0, 0.3769, 41.99
617.0, 0.3778, 41.89
618.0, 0.3797, 41.71
619.0, 0.3803, 41.66
620.0, 0.3821, 41.49
621.0, 0.3836, 41.35
622.0, 0.3847, 41.24
623.0, 0.3859, 41.13
624.0, 0.3870, 41.02
625.0, 0.3884, 40.89
626.0, 0.3896, 40.77
627.0, 0.3910, 40.64
628.0, 0.3915, 40.60
629.0, 0.3927, 40.48
630.0, 0.3947, 40.30
631.0, 0.3958, 40.19
632.0, 0.3970, 40.08
633.0, 0.3980, 39.99
634.0, 0.3995, 39.85
635.0, 0.4007, 39.75
636.0, 0.4014, 39.68
637.0, 0.4032, 39.52
638.0, 0.4043, 39.42
639.0, 0.4053, 39.33
640.0, 0.4065, 39.22
641.0, 0.4073, 39.15
642.0, 0.4085, 39.04
643.0, 0.4097, 38.93
644.0, 0.4108, 38.84
645.0, 0.4118, 38.74
646.0, 0.4128, 38.66
647.0, 0.4139, 38.55
648.0, 0.4150, 38.46
649.0, 0.4156, 38.41
650.0, 0.4173, 38.25
651.0, 0.4180, 38.19
652.0, 0.4187, 38.13
653.0, 0.4201, 38.01
654.0, 0.4209, 37.94
655.0, 0.4222, 37.83
656.0, 0.4230, 37.76
657.0, 0.4242, 37.65
658.0, 0.4253, 37.56
659.0, 0.4262, 37.48
660.0, 0.4271, 37.40
661.0, 0.4281, 37.31
662.0, 0.4288, 37.26
663.0, 0.4302, 37.14
664.0, 0.4308, 37.09
665.0, 0.4318, 37.00
666.0, 0.4323, 36.96
667.0, 0.4338, 36.83
668.0, 0.4341, 36.80
669.0, 0.4352, 36.72
670.0, 0.4359, 36.65
671.0, 0.4370, 36.56
672.0, 0.4377, 36.50
673.0, 0.4388, 36.40
674.0, 0.4393, 36.36
675.0, 0.4404, 36.28
676.0, 0.4405, 36.27
677.0, 0.4413, 36.20
678.0, 0.4431, 36.05
679.0, 0.4429, 36.06
680.0, 0.4439, 35.98
681.0, 0.4442, 35.96
682.0, 0.4458, 35.83
683.0, 0.4456, 35.84
684.0, 0.4464, 35.77
685.0, 0.4481, 35.64
686.0, 0.4481, 35.64
687.0, 0.4491, 35.55
688.0, 0.4497, 35.50
689.0, 0.4503, 35.46
690.0, 0.4508, 35.41
691.0, 0.4517, 35.34
692.0, 0.4531, 35.23
693.0, 0.4533, 35.21
694.0, 0.4540, 35.15
695.0, 0.4551, 35.07
696.0, 0.4553, 35.05
697.0, 0.4555, 35.03
698.0, 0.4562, 34.98
699.0, 0.4572, 34.90
700.0, 0.4572, 34.90
701.0, 0.4586, 34.79
702.0, 0.4592, 34.73
703.0, 0.4590, 34.75
704.0, 0.4603, 34.65
705.0, 0.4611, 34.58
706.0, 0.4614, 34.57
707.0, 0.4620, 34.51
708.0, 0.4630, 34.44
709.0, 0.4632, 34.42
710.0, 0.4638, 34.37
711.0, 0.4644, 34.33
712.0, 0.4654, 34.25
713.0, 0.4658, 34.22
714.0, 0.4664, 34.17
715.0, 0.4671, 34.11
716.0, 0.4680, 34.04
717.0, 0.4681, 34.03
718.0, 0.4686, 33.99
719.0, 0.4690, 33.96
720.0, 0.4697, 33.91
721.0, 0.4703, 33.86
722.0, 0.4711, 33.80
723.0, 0.4713, 33.78
724.0, 0.4720, 33.73
725.0, 0.4726, 33.68
726.0, 0.4736, 33.61
727.0, 0.4739, 33.58
728.0, 0.4746, 33.53
729.0, 0.4750, 33.49
730.0, 0.4762, 33.41
731.0, 0.4767, 33.37
732.0, 0.4773, 33.32
733.0, 0.4781, 33.26
734.0, 0.4787, 33.21
735.0, 0.4789, 33.20
736.0, 0.4797, 33.14
737.0, 0.4799, 33.12
738.0, 0.4803, 33.09
739.0, 0.4801, 33.10
740.0, 0.4804, 33.08
741.0, 0.4805, 33.07
742.0, 0.4807, 33.06
743.0, 0.4807, 33.06
744.0, 0.4807, 33.06
745.0, 0.4805, 33.07
746.0, 0.4805, 33.07
747.0, 0.4800, 33.11
748.0, 0.4800, 33.11
749.0, 0.4799, 33.12
750.0, 0.4801, 33.11
751.0, 0.4802, 33.10
752.0, 0.4799, 33.12
753.0, 0.4798, 33.12
754.0, 0.4790, 33.19
755.0, 0.4790, 33.19
756.0, 0.4790, 33.19
757.0, 0.4781, 33.26
758.0, 0.4779, 33.28
759.0, 0.4776, 33.30
760.0, 0.4775, 33.30
761.0, 0.4775, 33.31
762.0, 0.4769, 33.35
763.0, 0.4763, 33.39
764.0, 0.4755, 33.45
765.0, 0.4747, 33.52
766.0, 0.4745, 33.54
767.0, 0.4743, 33.55
768.0, 0.4737, 33.60
769.0, 0.4729, 33.66
770.0, 0.4720, 33.73
771.0, 0.4715, 33.77
772.0, 0.4705, 33.84
773.0, 0.4704, 33.85
774.0, 0.4702, 33.87
775.0, 0.4692, 33.95
776.0, 0.4683, 34.01
777.0, 0.4677, 34.07
778.0, 0.4668, 34.13
779.0, 0.4657, 34.23
780.0, 0.4652, 34.26
781.0, 0.4643, 34.33
782.0, 0.4635, 34.40
783.0, 0.4624, 34.48
784.0, 0.4614, 34.56
785.0, 0.4607, 34.62
786.0, 0.4600, 34.68
787.0, 0.4585, 34.79
788.0, 0.4579, 34.84
789.0, 0.4574, 34.88
790.0, 0.4560, 34.99
791.0, 0.4549, 35.08
792.0, 0.4543, 35.14
793.0, 0.4526, 35.27
794.0, 0.4520, 35.32
795.0, 0.4507, 35.42
796.0, 0.4494, 35.53
797.0, 0.4485, 35.60
798.0, 0.4477, 35.67
799.0, 0.4467, 35.75
800.0, 0.4450, 35.89
801.0, 0.4444, 35.94
802.0, 0.4429, 36.07
803.0, 0.4424, 36.11
804.0, 0.4412, 36.21
805.0, 0.4400, 36.30
