Sample Name, Sample-12
Time, February 03 21:23:35 2013
Operator, Kolloid
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 400.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
605.0, 0.1785, 66.29
606.0, 0.1793, 66.17
607.0, 0.1799, 66.09
608.0, 0.1809, 65.93
609.0, 0.1811, 65.90
610.0, 0.1818, 65.80
611.0, 0.1816, 65.82
612.0, 0.1824, 65.70
613.0, 0.1833, 65.57
614.0, 0.1839, 65.48
615.0, 0.1842, 65.44
616.0, 0.1849, 65.32
617.0, 0.1854, 65.25
618.0, 0.1863, 65.12
619.0, 0.1866, 65.08
620.0, 0.1877, 64.91
621.0, 0.1880, 64.86
622.0, 0.1887, 64.76
623.0, 0.1895, 64.64
624.0, 0.1897, 64.62
625.0, 0.1904, 64.50
626.0, 0.1908, 64.44
627.0, 0.1917, 64.31
628.0, 0.1917, 64.32
629.0, 0.1923, 64.23
630.0, 0.1928, 64.14
631.0, 0.1933, 64.08
632.0, 0.1941, 63.96
633.0, 0.1950, 63.82
634.0, 0.1955, 63.76
635.0, 0.1959, 63.69
636.0, 0.1962, 63.66
637.0, 0.1964, 63.61
638.0, 0.1975, 63.45
639.0, 0.1981, 63.37
640.0, 0.1983, 63.35
641.0, 0.1987, 63.28
642.0, 0.1989, 63.25
643.0, 0.1998, 63.13
644.0, 0.2001, 63.09
645.0, 0.2006, 63.00
646.0, 0.2008, 62.98
647.0, 0.2016, 62.87
648.0, 0.2020, 62.81
649.0, 0.2024, 62.75
650.0, 0.2028, 62.69
651.0, 0.2037, 62.55
652.0, 0.2034, 62.61
653.0, 0.2047, 62.41
654.0, 0.2049, 62.39
655.0, 0.2057, 62.27
656.0, 0.2058, 62.26
657.0, 0.2066, 62.14
658.0, 0.2068, 62.12
659.0, 0.2069, 62.10
660.0, 0.2071, 62.07
661.0, 0.2077, 61.99
662.0, 0.2082, 61.91
663.0, 0.2086, 61.86
664.0, 0.2096, 61.72
665.0, 0.2092, 61.77
666.0, 0.2095, 61.73
667.0, 0.2103, 61.62
668.0, 0.2108, 61.55
669.0, 0.2111, 61.51
670.0, 0.2111, 61.50
671.0, 0.2120, 61.38
672.0, 0.2121, 61.36
673.0, 0.2128, 61.26
674.0, 0.2131, 61.23
675.0, 0.2131, 61.21
676.0, 0.2139, 61.11
677.0, 0.2133, 61.20
678.0, 0.2144, 61.03
679.0, 0.2146, 61.01
680.0, 0.2152, 60.92
681.0, 0.2153, 60.92
682.0, 0.2156, 60.87
683.0, 0.2158, 60.84
684.0, 0.2161, 60.79
685.0, 0.2162, 60.78
686.0, 0.2166, 60.73
687.0, 0.2176, 60.59
688.0, 0.2178, 60.56
689.0, 0.2182, 60.51
690.0, 0.2180, 60.53
691.0, 0.2185, 60.46
692.0, 0.2191, 60.38
693.0, 0.2195, 60.33
694.0, 0.2195, 60.33
695.0, 0.2201, 60.24
696.0, 0.2201, 60.25
697.0, 0.2203, 60.22
698.0, 0.2205, 60.19
699.0, 0.2211, 60.11
700.0, 0.2210, 60.12
701.0, 0.2218, 60.01
702.0, 0.2221, 59.96
703.0, 0.2217, 60.03
704.0, 0.2229, 59.85
705.0, 0.2233, 59.79
706.0, 0.2234, 59.78
707.0, 0.2237, 59.75
708.0, 0.2244, 59.65
709.0, 0.2246, 59.62
710.0, 0.2249, 59.58
711.0, 0.2252, 59.54
712.0, 0.2256, 59.49
713.0, 0.2259, 59.44
714.0, 0.2262, 59.41
715.0, 0.2267, 59.33
716.0, 0.2272, 59.27
717.0, 0.2276, 59.21
718.0, 0.2278, 59.18
719.0, 0.2284, 59.11
720.0, 0.2286, 59.07
721.0, 0.2286, 59.07
722.0, 0.2295, 58.95
723.0, 0.2298, 58.91
724.0, 0.2300, 58.88
725.0, 0.2306, 58.80
726.0, 0.2311, 58.73
727.0, 0.2319, 58.63
728.0, 0.2322, 58.58
729.0, 0.2329, 58.49
730.0, 0.2332, 58.45
731.0, 0.2339, 58.36
732.0, 0.2343, 58.30
733.0, 0.2352, 58.19
734.0, 0.2357, 58.12
735.0, 0.2361, 58.07
736.0, 0.2363, 58.03
737.0, 0.2369, 57.96
738.0, 0.2373, 57.90
739.0, 0.2375, 57.87
740.0, 0.2374, 57.90
741.0, 0.2378, 57.83
742.0, 0.2380, 57.82
743.0, 0.2377, 57.85
744.0, 0.2379, 57.82
745.0, 0.2377, 57.86
746.0, 0.2378, 57.84
747.0, 0.2378, 57.84
748.0, 0.2376, 57.86
749.0, 0.2375, 57.87
750.0, 0.2377, 57.85
751.0, 0.2380, 57.81
752.0, 0.2378, 57.83
753.0, 0.2384, 57.76
754.0, 0.2381, 57.80
755.0, 0.2379, 57.83
756.0, 0.2381, 57.80
757.0, 0.2375, 57.88
758.0, 0.2372, 57.92
759.0, 0.2371, 57.92
760.0, 0.2372, 57.91
761.0, 0.2372, 57.91
762.0, 0.2370, 57.94
763.0, 0.2370, 57.94
764.0, 0.2367, 57.98
765.0, 0.2361, 58.07
766.0, 0.2363, 58.04
767.0, 0.2363, 58.03
768.0, 0.2360, 58.08
769.0, 0.2357, 58.12
770.0, 0.2350, 58.21
771.0, 0.2349, 58.23
772.0, 0.2347, 58.25
773.0, 0.2344, 58.29
774.0, 0.2342, 58.31
775.0, 0.2339, 58.36
776.0, 0.2338, 58.37
777.0, 0.2334, 58.43
778.0, 0.2330, 58.48
779.0, 0.2324, 58.56
780.0, 0.2324, 58.56
781.0, 0.2323, 58.57
782.0, 0.2321, 58.60
783.0, 0.2314, 58.70
784.0, 0.2312, 58.72
785.0, 0.2307, 58.79
786.0, 0.2303, 58.84
787.0, 0.2295, 58.95
788.0, 0.2293, 58.97
789.0, 0.2291, 59.00
790.0, 0.2287, 59.06
791.0, 0.2280, 59.15
792.0, 0.2275, 59.22
793.0, 0.2263, 59.38
794.0, 0.2268, 59.32
795.0, 0.2253, 59.53
796.0, 0.2253, 59.52
797.0, 0.2253, 59.53
798.0, 0.2248, 59.59
799.0, 0.2243, 59.66
800.0, 0.2237, 59.74
801.0, 0.2237, 59.75
802.0, 0.2229, 59.85
803.0, 0.2227, 59.88
804.0, 0.2222, 59.96
805.0, 0.2217, 60.02
806.0, 0.2210, 60.12
807.0, 0.2211, 60.11
808.0, 0.2205, 60.19
809.0, 0.2198, 60.28
810.0, 0.2194, 60.34
811.0, 0.2191, 60.38
812.0, 0.2187, 60.44
813.0, 0.2184, 60.47
814.0, 0.2184, 60.48
815.0, 0.2179, 60.55
816.0, 0.2171, 60.66
817.0, 0.2170, 60.67
818.0, 0.2166, 60.73
819.0, 0.2163, 60.77
820.0, 0.2158, 60.84
821.0, 0.2156, 60.87
822.0, 0.2155, 60.88
823.0, 0.2150, 60.96
824.0, 0.2150, 60.95
825.0, 0.2148, 60.98
826.0, 0.2148, 60.98
827.0, 0.2152, 60.93
828.0, 0.2152, 60.92
829.0, 0.2146, 61.01
830.0, 0.2150, 60.95
831.0, 0.2152, 60.93
832.0, 0.2155, 60.89
833.0, 0.2151, 60.94
834.0, 0.2150, 60.96
835.0, 0.2147, 60.99
836.0, 0.2146, 61.01
837.0, 0.2146, 61.01
838.0, 0.2142, 61.07
839.0, 0.2137, 61.14
840.0, 0.2141, 61.07
841.0, 0.2132, 61.20
842.0, 0.2132, 61.20
843.0, 0.2127, 61.28
844.0, 0.2127, 61.28
845.0, 0.2121, 61.36
846.0, 0.2118, 61.41
847.0, 0.2114, 61.46
848.0, 0.2114, 61.46
849.0, 0.2113, 61.47
850.0, 0.2105, 61.59
851.0, 0.2095, 61.73
852.0, 0.2095, 61.72
853.0, 0.2092, 61.77
854.0, 0.2091, 61.78
855.0, 0.2088, 61.83
856.0, 0.2079, 61.96
857.0, 0.2083, 61.90
858.0, 0.2072, 62.06
859.0, 0.2077, 61.99
860.0, 0.2070, 62.08
861.0, 0.2069, 62.11
862.0, 0.2065, 62.16
863.0, 0.2062, 62.21
864.0, 0.2060, 62.23
865.0, 0.2053, 62.33
866.0, 0.2051, 62.36
867.0, 0.2053, 62.32
868.0, 0.2053, 62.33
869.0, 0.2046, 62.43
870.0, 0.2045, 62.45
871.0, 0.2041, 62.51
872.0, 0.2042, 62.49
873.0, 0.2039, 62.53
874.0, 0.2037, 62.56
875.0, 0.2035, 62.58
876.0, 0.2033, 62.62
877.0, 0.2033, 62.62
878.0, 0.2032, 62.63
879.0, 0.2029, 62.67
880.0, 0.2030, 62.65
881.0, 0.2029, 62.68
882.0, 0.2029, 62.68
883.0, 0.2024, 62.75
884.0, 0.2026, 62.73
885.0, 0.2027, 62.71
886.0, 0.2021, 62.79
887.0, 0.2022, 62.78
888.0, 0.2021, 62.79
889.0, 0.2018, 62.83
890.0, 0.2016, 62.87
891.0, 0.2016, 62.87
892.0, 0.2011, 62.93
893.0, 0.2010, 62.95
894.0, 0.2012, 62.92
895.0, 0.2016, 62.86
896.0, 0.2013, 62.90
897.0, 0.2010, 62.95
898.0, 0.2011, 62.94
899.0, 0.2014, 62.90
900.0, 0.2010, 62.96
901.0, 0.2010, 62.95
902.0, 0.2011, 62.94
903.0, 0.2012, 62.92
904.0, 0.2008, 62.98
905.0, 0.2012, 62.92
906.0, 0.2010, 62.94
907.0, 0.2007, 62.99
908.0, 0.2013, 62.91
909.0, 0.2012, 62.93
910.0, 0.2013, 62.91
911.0, 0.2016, 62.86
912.0, 0.2013, 62.91
913.0, 0.2023, 62.77
914.0, 0.2024, 62.75
915.0, 0.2027, 62.70
916.0, 0.2030, 62.66
917.0, 0.2035, 62.58
918.0, 0.2041, 62.51
919.0, 0.2046, 62.43
920.0, 0.2057, 62.27
921.0, 0.2061, 62.21
922.0, 0.2065, 62.16
923.0, 0.2084, 61.89
924.0, 0.2092, 61.77
925.0, 0.2107, 61.56
926.0, 0.2120, 61.38
927.0, 0.2136, 61.15
928.0, 0.2143, 61.06
929.0, 0.2174, 60.61
930.0, 0.2190, 60.39
931.0, 0.2212, 60.09
932.0, 0.2228, 59.87
933.0, 0.2253, 59.52
934.0, 0.2277, 59.20
935.0, 0.2300, 58.88
936.0, 0.2331, 58.47
937.0, 0.2356, 58.14
938.0, 0.2387, 57.72
939.0, 0.2416, 57.34
940.0, 0.2444, 56.96
941.0, 0.2477, 56.53
942.0, 0.2512, 56.08
943.0, 0.2545, 55.66
944.0, 0.2583, 55.17
945.0, 0.2620, 54.70
946.0, 0.2666, 54.12
947.0, 0.2714, 53.54
948.0, 0.2764, 52.91
949.0, 0.2821, 52.22
950.0, 0.2873, 51.61
951.0, 0.2947, 50.74
952.0, 0.3017, 49.92
953.0, 0.3088, 49.12
954.0, 0.3161, 48.30
955.0, 0.3233, 47.50
956.0, 0.3299, 46.78
957.0, 0.3362, 46.11
958.0, 0.3420, 45.50
959.0, 0.3469, 44.99
960.0, 0.3509, 44.58
961.0, 0.3535, 44.31
962.0, 0.3561, 44.04
963.0, 0.3583, 43.82
964.0, 0.3604, 43.61
965.0, 0.3619, 43.46
966.0, 0.3631, 43.34
967.0, 0.3638, 43.27
968.0, 0.3651, 43.14
969.0, 0.3650, 43.15
970.0, 0.3659, 43.06
971.0, 0.3663, 43.02
972.0, 0.3670, 42.96
973.0, 0.3670, 42.95
974.0, 0.3670, 42.95
975.0, 0.3672, 42.93
976.0, 0.3672, 42.93
977.0, 0.3671, 42.95
978.0, 0.3666, 42.99
979.0, 0.3663, 43.02
980.0, 0.3653, 43.12
981.0, 0.3643, 43.22
982.0, 0.3634, 43.31
983.0, 0.3625, 43.40
984.0, 0.3617, 43.48
985.0, 0.3604, 43.61
986.0, 0.3590, 43.76
987.0, 0.3573, 43.92
988.0, 0.3558, 44.08
989.0, 0.3541, 44.25
990.0, 0.3525, 44.42
991.0, 0.3504, 44.62
992.0, 0.3492, 44.75
993.0, 0.3468, 45.00
994.0, 0.3449, 45.19
995.0, 0.3431, 45.38
996.0, 0.3409, 45.61
997.0, 0.3389, 45.83
998.0, 0.3357, 46.17
